Date,Plat_ID,Platform,Product_State,Product_Title,Original_Price,Discount_Price,Product_Link
2024-05-04,001,sasa,現有現貨,【網店限定】La Prairie 魚子精華提升緊緻液 5毫升,626.0,310.0,https://www.sasa.com.hk/SalePage/Index/375553
2024-05-04,001,sasa,現有現貨,Helena Rubinstein Re-Plasty 修復晚霜 (黑繃帶) 50毫升,3900.0,2165.0,https://www.sasa.com.hk/SalePage/Index/333410
2024-05-04,001,sasa,現有現貨,Kanebo 藥用酵素洗顏粉 32粒裝,130.0,99.0,https://www.sasa.com.hk/SalePage/Index/329179
2024-05-04,001,sasa,現有現貨,Albion 健康化妝水 N 330毫升,700.0,395.0,https://www.sasa.com.hk/SalePage/Index/304744
2024-05-04,001,sasa,現有現貨,Eaoron 御齡補水面膜 5片裝,268.0,88.0,https://www.sasa.com.hk/SalePage/Index/301934
2024-05-04,001,sasa,現有現貨,SK-II 護膚精華 (神仙水) 330亳升,2330.0,1355.0,https://www.sasa.com.hk/SalePage/Index/289125
2024-05-04,001,sasa,現有現貨,Estee Lauder 微精華活膚原生液 200毫升,930.0,378.0,https://www.sasa.com.hk/SalePage/Index/284819
2024-05-04,001,sasa,現有現貨,The Ordinary 30%果酸+2%水楊酸精華原液 30毫升,,90.0,https://www.sasa.com.hk/SalePage/Index/274132
2024-05-04,001,sasa,現有現貨,【網店限定】Dr. BSC 2倍VC美白無瑕淡斑精華(添加11%煙醯胺) 30毫升,397.0,179.0,https://www.sasa.com.hk/SalePage/Index/247415
2024-05-04,001,sasa,現有現貨,Curel 潤浸保濕修護面膜 4片裝,140.0,98.0,https://www.sasa.com.hk/SalePage/Index/246098
2024-05-04,001,sasa,現有現貨,Stridex 溫和型0.5%水楊酸棉片 55片裝,138.0,48.0,https://www.sasa.com.hk/SalePage/Index/226626
2024-05-04,001,sasa,現有現貨,La Roche-Posay 溫泉舒緩噴液 300毫升,165.0,75.0,https://www.sasa.com.hk/SalePage/Index/7754
2024-05-04,001,sasa,現有現貨,Ishizawa 毛孔撫子大米精華面膜 10片裝,88.0,49.0,https://www.sasa.com.hk/SalePage/Index/7519
